FID;Source;x_co;y_co;Scale;Species;Name;Area_ha;owner;Camp;Camp_1
0;GKM Gps;23,313688412800001;-33,6837997;GPS;C. intermedia; ;0,000000000000000; ; ; 
1;GKM Gps;24,116143517299999;-33,8391991;GPS;C. intermedia; ;0,000000000000000; ; ; 
2;GKM Gps;24,092206800000000;-33,8357010;GPS;C. intermedia; ;0,000000000000000; ; ; 
3;GKM Gps;24,088447800000001;-33,8354988;GPS;C. intermedia; ;0,000000000000000; ; ; 
4;GKM Gps;24,483676800000001;-33,6186981;GPS;C. intermedia; ;0,000000000000000; ; ; 
5;GKM Gps;24,482692300000000;-33,6184006;GPS;C. intermedia; ;0,000000000000000; ; ; 
6;GKM Gps;24,482537842599999;-33,6193008;GPS;C. intermedia; ;0,000000000000000; ; ; 
7;GKM Gps;20,720555000000001;-33,4972000;GPS;C. intermedia; ;0,000000000000000; ; ; 
8;GKM Gps;20,718859738599999;-33,4987984;GPS;C. intermedia; ;0,000000000000000; ; ; 
9;GKM Gps;24,490028165900000;-33,6106987;GPS;C. intermedia; ;0,000000000000000; ; ; 
10;GKM Gps;24,489643821000001;-33,6105995;GPS;C. intermedia; ;0,000000000000000; ; ; 
11;GKM Gps;24,501949797900000;-33,6041985;GPS;C. intermedia; ;0,000000000000000; ; ; 
12;GKM Gps;24,508421931800001;-33,5992012;GPS;C. intermedia; ;0,000000000000000; ; ; 
13;GKM Gps;24,514370584300000;-33,5965996;GPS;C. intermedia; ;0,000000000000000; ; ; 
14;GKM Gps;23,234184997500002;-33,7048988;GPS;C. intermedia; ;0,000000000000000; ; ; 
15;GKM Gps;23,284423157500001;-33,6981010;GPS;C. intermedia; ;0,000000000000000; ; ; 
16;GKM Gps;23,434975159899999;-33,6292000;GPS;C. intermedia; ;0,000000000000000; ; ; 
17;GKM Gps;23,442291246000000;-33,6184998;GPS;C. intermedia; ;0,000000000000000; ; ; 
18;GKM Gps;23,426551592900001;-33,6158981;GPS;C. intermedia; ;0,000000000000000; ; ; 
19;GKM Gps;23,836034890600001;-33,6949997;GPS;C. intermedia; ;0,000000000000000; ; ; 
20;GKM Gps;23,836826970800001;-33,6927986;GPS;C. intermedia; ;0,000000000000000; ; ; 
21;WVW Gps;23,856181027000002;-33,6959000;GPS;C. intermedia; ;0,000000000000000; ; ; 
22;WVW Gps;23,855897004700001;-33,6960983;GPS;C. intermedia; ;0,000000000000000; ; ; 
23;GKM Gps;23,685319891900001;-33,8615990;GPS;C. intermedia; ;0,000000000000000; ; ; 
24;GKM Gps;23,683802424400000;-33,8608017;GPS;C. intermedia; ;0,000000000000000; ; ; 
25;GKM Gps;23,839236856100001;-33,8787003;GPS;C. intermedia; ;0,000000000000000; ; ; 
26;GKM Gps;24,152362039000000;-33,7304001;GPS;C. intermedia; ;0,000000000000000; ; ; 
27;GKM Gps;24,154322017799998;-33,7299995;GPS;C. intermedia; ;0,000000000000000; ; ; 
28;GKM Gps;24,158662493600001;-33,7319984;GPS;C. intermedia; ;0,000000000000000; ; ; 
29;GKM Gps;24,156443120199999;-33,7099991;GPS;C. intermedia; ;0,000000000000000; ; ; 
30;GKM Gps;24,158059860400002;-33,7120018;GPS;C. intermedia; ;0,000000000000000; ; ; 
31;GKM Gps;23,783631271000001;-33,7683983;GPS;C. intermedia; ;0,000000000000000; ; ; 
32;GKM Gps;23,793804351700000;-33,7691994;GPS;C. intermedia; ;0,000000000000000; ; ; 
33;GKM Gps;23,783493330900001;-33,7733994;GPS;C. intermedia; ;0,000000000000000; ; ; 
34;GKM Gps;23,796873518400002;-33,7841988;GPS;C. intermedia; ;0,000000000000000; ; ; 
35;GKM Gps;23,794080231900001;-33,7792015;GPS;C. intermedia; ;0,000000000000000; ; ; 
36;GKM Gps;23,794873387300001;-33,7793999;GPS;C. intermedia; ;0,000000000000000; ; ; 
37;SANBI;24,197754070199998;-33,7657013;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
38;SANBI;24,201172735699998;-33,7605019;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
39;GKM Gps;24,202845990699998;-33,7591019;GPS;C. intermedia; ;0,000000000000000; ; ; 
40;GKM Gps;24,202039454400001;-33,7588005;GPS;C. intermedia; ;0,000000000000000; ; ; 
41;SANBI;21,613014661600001;-33,6786995;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
42;SANBI;21,374496204200000;-33,6255989;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
43;SANBI;22,900582303600000;-33,6250000;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
44;SANBI;22,900378143000001;-33,6244011;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
45;SANBI;22,904361724899999;-33,6225014;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
46;GKM Gps;22,092928304299999;-33,3642006;GPS;C. intermedia; ;0,000000000000000; ; ; 
47;GKM Gps;22,069788106200001;-33,3634987;GPS;C. intermedia; ;0,000000000000000; ; ; 
48;GKM Gps;22,054416403200001;-33,3541985;GPS;C. intermedia; ;0,000000000000000; ; ; 
49;GKM Gps;22,034227999999999;-33,3312988;GPS;C. intermedia; ;0,000000000000000; ; ; 
50;GKM Gps;22,038739000000000;-33,3278008;GPS;C. intermedia; ;0,000000000000000; ; ; 
51;SANBI;22,029287658900000;-33,3292007;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
52;SANBI;22,432883829600001;-33,3787994;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
53;SANBI;21,467893716199999;-33,3704987;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
54;GKM Gps;21,221741999999999;-33,9556007;GPS;C. intermedia; ;0,000000000000000; ; ; 
55;SANBI;20,991242475400000;-33,5555000;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
56;GKM Gps;23,460993299999998;-33,7691994;GPS;C. intermedia; ;0,000000000000000; ; ; 
57;GKM Gps;23,461939300000001;-33,7728004;GPS;C. intermedia; ;0,000000000000000; ; ; 
58;GKM Gps;22,042293141199998;-33,3293991;GPS;C. intermedia; ;0,000000000000000; ; ; 
59;NG;22,759226425600001;-33,4094009;GPS;C. intermedia; ;0,000000000000000; ; ; 
60;NG;22,374645065100001;-33,3753014;GPS;C. intermedia; ;0,000000000000000; ; ; 
61;GKM Gps;23,159621179599998;-33,7574005;GPS;C. intermedia; ;0,000000000000000; ; ; 
62;GKM Gps;23,160860939199999;-33,7589989;GPS;C. intermedia; ;0,000000000000000; ; ; 
63;NG;23,315014000000001;-33,7667007;GPS;C. intermedia; ;0,000000000000000; ; ; 
64;NG;23,708141530900001;-33,7916985;GPS;C. intermedia; ;0,000000000000000; ; ; 
65;NG;23,714383465800001;-33,7761993;GPS;C. intermedia; ;0,000000000000000; ; ; 
66;GKM Gps;23,537168841700002;-33,7414017;GPS;C. intermedia; ;0,000000000000000; ; ; 
67;GKM Gps;23,538974251700001;-33,7402992;GPS;C. intermedia; ;0,000000000000000; ; ; 
68;GKM Gps;23,541421585199998;-33,7420006;GPS;C. intermedia; ;0,000000000000000; ; ; 
69;NG;23,958196140599998;-33,7085991;GPS;C. intermedia; ;0,000000000000000; ; ; 
70;NG;24,125000000000000;-33,8750000;GPS;C. intermedia; ;0,000000000000000; ; ; 
71;NG;24,500586432399999;-33,6481018;GPS;C. intermedia; ;0,000000000000000; ; ; 
72;GKM Gps;25,108663614099999;-33,8157997;GPS;C. intermedia; ;0,000000000000000; ; ; 
73;GKM Gps;25,110390578299999;-33,8157997;GPS;C. intermedia; ;0,000000000000000; ; ; 
74;NG;25,254560707900001;-33,8954010;GPS;C. intermedia; ;0,000000000000000; ; ; 
75;NG;25,255878340500001;-33,8941002;GPS;C. intermedia; ;0,000000000000000; ; ; 
76;NG;25,256317551300000;-33,8923988;GPS;C. intermedia; ;0,000000000000000; ; ; 
77;NG;22,806330398400000;-33,8646011;GPS;C. intermedia; ;0,000000000000000; ; ; 
78;GKM Gps;23,626875400399999;-33,8314018;GPS;C. intermedia; ;0,000000000000000; ; ; 
79;GKM Gps;23,629428615199998;-33,8372002;GPS;C. intermedia; ;0,000000000000000; ; ; 
80;GKM Gps;23,633758466600000;-33,8412018;GPS;C. intermedia; ;0,000000000000000; ; ; 
81;GKM Gps;23,629539624500001;-33,8334007;GPS;C. intermedia; ;0,000000000000000; ; ; 
82;GKM Gps;23,649410295799999;-33,8292007;GPS;C. intermedia; ;0,000000000000000; ; ; 
83;JV;23,729498882000001;-33,0670013;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
84;JV;20,565999173400002;-33,2780991;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
85;JV;20,641047780499999;-33,4084015;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
86;JV;20,628250004200002;-33,5096016;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
87;JV;20,789807555399999;-33,4803009;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
88;JV;20,913620869500001;-33,4313011;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
89;JV;20,965113006399999;-33,5634995;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
90;JV;20,140098370400001;-33,6334000;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
91;JV;20,727105898000001;-33,7784996;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
92;JV;21,474906536900001;-33,6577988;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
93;JV;21,676380304799999;-33,6795998;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
94;JV;21,870365181699999;-33,7116013;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
95;JV;21,909359200899999;-33,8469009;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
96;JV;21,186820739000002;-33,4243011;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
97;JV;21,500271788100001;-33,4140015;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
98;JV;21,869127943700001;-33,3736992;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
99;JV;21,684351225600000;-33,3326988;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
100;JV;21,335233957400000;-33,2962990;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
101;JV;22,222757300500000;-33,2537003;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
102;JV;22,714092758800000;-33,4225006;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
103;JV;22,995170061400000;-33,4202003;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
104;JV;22,089052851800002;-33,8069992;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
105;JV;22,475923197099998;-33,7949982;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
106;JV;22,650327944499999;-33,6380997;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
107;JV;23,210689473399999;-33,3829002;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
108;JV;23,443991678800000;-33,4459000;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
109;JV;24,098333171499998;-33,5369987;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
110;JV;23,282678785900000;-33,6559982;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
111;JV;23,816249072400002;-33,6283989;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
112;JV;23,876264493400001;-33,6907005;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
113;PVR;23,918792778200000;-33,8692017;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
114;PVR;23,884590571000000;-33,8681984;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
115;PVR;23,878782210000001;-33,8731003;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
116;PVR;23,890242722000000;-33,8821983;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
117;PVR;23,890211665700001;-33,8852005;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
118;PVR;23,872417338700000;-33,8843994;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
119;PVR;23,879956777200000;-33,8880005;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
120;PVR;23,944588866299998;-33,8709984;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
121;PVR;23,952593156799999;-33,8727989;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
122;PVR;23,986110256800000;-33,9098015;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
123;PVR;23,902345307099999;-33,8722992;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
124;PVR;23,892790064300002;-33,8732986;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
125;PVR;23,912100641300000;-33,8674011;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
126;PVR;23,842072150800000;-33,8885994;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
127;PVR;23,652157152099999;-33,8235016;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
128;PVR;23,654730224500000;-33,8330002;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
129;PVR;23,658165683499998;-33,8367004;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
130;PVR;23,666931345700000;-33,8446999;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
131;PVR;23,663387242399999;-33,8488007;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
132;PVR;23,673885550900000;-33,8543015;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
133;PVR;23,679561444699999;-33,8643990;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
134;PVR;23,657722124500001;-33,8563995;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
135;PVR;23,662878087199999;-33,8571014;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
136;PVR;24,019053982300001;-33,8771019;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
137;PVR;24,013580801000000;-33,8832016;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
138;PVR;24,001292069600002;-33,8897018;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
139;PVR;24,005483884499998;-33,8949013;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
140;PVR;24,100116367599998;-33,8992004;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
141;PVR;23,955828107399999;-33,8764992;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
142;PVR;23,981094624099999;-33,8806000;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
143;PVR;23,975617197199998;-33,8963013;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
144;SVD;23,737535565500000;-33,7602005;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
145;SVD;23,792619034800001;-33,7818985;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
146;SVD;23,690621973799999;-33,7625008;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
147;SVD;23,587744886300001;-33,7398987;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
148;SVD;23,541990514599998;-33,7302017;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
149;SVD;23,530349862500000;-33,7952995;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
150;SVD;23,450288075800000;-33,7939987;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
151;SVD;23,651071433199998;-33,8507996;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
152;SVD;23,323010275500000;-33,7144012;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
153;SVD;23,280725050899999;-33,7705994;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
154;SVD;23,368165009799998;-33,7700005;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
155;SVD;23,318098173500001;-33,7919998;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
156;SVD;23,798307689400001;-33,8532982;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
157;SVD;23,864783651100002;-33,8643990;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
158;SVD;23,870854429600001;-33,8914986;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
159;SVD;23,966489478800000;-33,8905983;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
160;SVD;23,986818021200001;-33,7191010;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
161;SVD;24,010986323699999;-33,7202988;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
162;SVD;24,152250417499999;-33,7150993;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
163;SVD;24,097634986599999;-33,8350983;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
164;SVD;24,092855834000002;-33,8202019;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
165;SVD;24,017682268500000;-33,8972015;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
166;SVD;24,117718548900001;-33,9294014;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
167;SVD;24,176158500700001;-33,8820000;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
168;DH;23,148957022200001;-33,6579018;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
169;DH;23,168743800000001;-33,6601982;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
170;DH;23,177196266599999;-33,6635017;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
171;DH;23,188538704999999;-33,6531982;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
172;DH;23,200519291799999;-33,6525993;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
173;DH;23,209898129100001;-33,6455994;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
174;DH;23,337465762600001;-33,6307983;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
175;DH;23,455776173200000;-33,6478004;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
176;DH;23,313424689900000;-33,6888008;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
177;DH;23,333739829799999;-33,7069016;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
178;DH;23,361184232700001;-33,7032013;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
179;DH;23,383999123500001;-33,7030983;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
180;DH;23,405454531200000;-33,7032013;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
181;DH;23,455028961099998;-33,7048988;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
182;DH;23,489296156599998;-33,6990013;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
183;DH;23,524510703600001;-33,6938019;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
184;DH;23,556275799800002;-33,7044983;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
185;DH;23,269885891200001;-33,7622986;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
186;DH;23,403846097199999;-33,7659988;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
187;DH;23,310462741900000;-33,7932014;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
188;DH;23,320006666200001;-33,8074989;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
189;DH;23,350499860399999;-33,7000008;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
190;DH;23,357038721199999;-33,7099991;1:250 000;C. intermedia; ;0,000000000000000; ; ; 
191;SS;24,900180357200000;-33,6090012;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
192;SS;24,849881786600001;-33,6044998;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
193;SS;24,858923359300000;-33,5875015;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
194;SS;24,931711628700000;-33,5946007;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
195;SS;24,786320668799998;-33,6425018;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
196;SS;24,810281688000000;-33,6497993;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
197;SS;24,883598459100000;-33,6641006;1:50 000;C. intermedia; ;0,000000000000000; ; ; 
198;AA;23,312742297400000;-33,8753014;GPS;C. intermedia; ;0,000000000000000; ; ; 
199;AA;23,370724881699999;-33,8849983;GPS;C. intermedia; ;0,000000000000000; ; ; 
200;GKM;24,785301005499999;-33,5549011;GPS;C. intermedia; ;0,000000000000000; ; ; 
201;GKM;24,788238024300000;-33,5670013;GPS;C. intermedia; ;0,000000000000000; ; ; 
202;Schutte, 1997;23,064946558300001;-33,5499001;50 000;C. intermedia; ;0,000000000000000; ; ; 
203;Schutte, 1997;23,132919651200002;-33,7998009;50 000;C. intermedia; ;0,000000000000000; ; ; 
